asset_video|asset_icon|name|shard_scepter|description|info|modifiers|cooldown|mana|lore|hero_id
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/elder_titan/elder_titan_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/elder_titan_echo_stomp.png|ECHO STOMP|SHARD ABILITY UPGRADE|Lowers Cooldown. Echo Stomp may be placed on alt-cast to allow Elder Titan to take the place of the Astral Spirit as it completes its stomp.||||||eldertitan
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/elder_titan/elder_titan_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/elder_titan_ancestral_spirit.png|ASTRAL SPIRIT|SCEPTER ABILITY UPGRADE|Causes Elder Titan to become debuff immune and gain 50% magic resistance for 2 seconds per affected enemy Hero when the spirit returns.|||23/21/19/17|80/90/100/110|Like the four fundamentals, Elder Titan exists across all planes at once and can draw other aspects of himself to assist in times of need.|eldertitan
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/ember_spirit/ember_spirit_searing_chains|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/ember_spirit_searing_chains.png|SEARING CHAINS||Ember Spirit unleashes fiery bolas that wrap around nearby enemies, anchoring them in place and dealing damage each second.|ABILITY:No Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|DURATION:1.5/2/2.5/3;RADIUS:400;DAMAGE PER SECOND:50/70/90/110;UNIT COUNT:2;|13/12/11/10|95/105/115/125|Xin's harshest lessons often employed the use of red-hot chains.|emberspirit
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/ember_spirit/ember_spirit_sleight_of_fist|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/ember_spirit_sleight_of_fist.png|SLEIGHT OF FIST||Ember Spirit dashes around with blazing speed, attacking all enemies in the targeted area of effect, then returning to his start location. Deals bonus damage to heroes.|ABILITY:Point Target;DAMAGE TYPE:Physical;PIERCES SPELL IMMUNITY:Yes;|RADIUS:250/350/450/550;BONUS HERO DAMAGE:25/70/115/160;ATTACK INTERVAL:0.25;|13/11/9/7|60/65/70/75|The studied warrior must whip and weave through its enemies, burning each without pause.|emberspirit
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/ember_spirit/ember_spirit_flame_guard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/ember_spirit_flame_guard.png|FLAME GUARD||Ember Spirit surrounds himself with a ring of fire that consumes incoming magic damage, absorbing a percentage of the damage taken. Flame Guard deals damage per second in an area around Ember Spirit while Flame Guard is active. If the shield is broken, the damage is also lost.|ABILITY:No Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|DURATION:12/14/16/18;DAMAGE PER SECOND:20/30/40/50;RADIUS:500;PERCENTAGE ABSORBED:70%;MAGIC BARRIER:60/140/220/300;|35|65/80/95/110|An enemy should never be allowed to approach without difficulty.|emberspirit
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/ember_spirit/ember_spirit_activate_fire_remnant|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/ember_spirit_activate_fire_remnant.png|ACTIVATE FIRE REMNANT||Select the Fire Remnant to arrive at.|ABILITY:Point Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;||0|100/125/150|With blazing speed does a spirit fly!|emberspirit
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/ember_spirit/ember_spirit_fire_remnant|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/ember_spirit_fire_remnant.png|FIRE REMNANT||Sends a Fire Remnant that runs to the target location at 250% Ember Spirit's speed. Using Activate Fire Remnant, Ember Spirit will dash out to all active Fire Remnants, destroying them and dealing damage in an area and then moving to the nearest Remnant. Ember Spirit will end at the Remnant closest to the targeted location.|ABILITY:Point Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;|DAMAGE:100/200/300;RADIUS:450;DURATION:45;RANGE:0;SPEED MULTIPLIER:0;MAX CHARGES:0;CHARGE RADIUS:0;|0.5|0|By the spirit's power are Xin's teachings spread anew.|emberspirit
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/ember_spirit/ember_spirit_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/ember_spirit_fire_remnant.png|FIRE REMNANT|SCEPTER ABILITY UPGRADE|Increases cast range, initial remnant speed, and maximum charges.|||0.5|0|By the spirit's power are Xin's teachings spread anew.|emberspirit
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/enchantress/enchantress_impetus|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/enchantress_impetus.png|IMPETUS||Places an enchantment on each attack while activated, causing it to deal additional damage based on how far away the target is. The farther the target, the greater the damage dealt. Deals double damage to illusions.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Pure;PIERCES SPELL IMMUNITY:No;|DISTANCE DAMAGE:5%/10%/15%/20%;|6/4/2/0|40/45/50/55|While Aiushtha favors peaceful means, she is capable of a magical onslaught from a distance, her spears gaining energy from the natural life around her.|enchantress
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/enchantress/enchantress_enchant|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/enchantress_enchant.png|ENCHANT||Enchantress charms an enemy. If the enemy is a hero, they are dispelled and slowed for 3.5s.<br><br>If the enemy is a creep, she brings it under her control and receives 40% of their experience bounty. Enchantress can control creeps for up to 30s. <br><br>DISPEL TYPE: Basic Dispel|ABILITY:Unit Target;AFFECTS:Enemy Units;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|HERO MOVE SLOW:-30%/-40%/-50%/-60%;ATTACK RANGE BONUS:0/0/0/0;CREEP MAX HEALTH BONUS:150/250/350/450;CREEP ATTACK DAMAGE BONUS:0/25/50/75;CREEP MAX LEVEL:4/5/6/6;MAX ENCHANTED CREEPS:1;CAST RANGE:500/550/600/650;|30/24/18/12|70|A true steward of the forest, Aiushtha befriends all within it - from lowly trolls to powerful centaurs.|enchantress
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/enchantress/enchantress_natures_attendants|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/enchantress_natures_attendants.png|NATURE'S ATTENDANTS||A cloud of wisps heals Enchantress and any friendly units nearby.|ABILITY:No Target;PIERCES SPELL IMMUNITY:Yes;DISPELLABLE:No;|DURATION:7/9/11/13;HEAL PER SECOND:4/8/12/16;RADIUS:275;WISPS:9;|35|140|Whimsical spirits of the woods possess a healing power that is quite subtle, but gains strength in numbers.|enchantress
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/enchantress/enchantress_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/enchantress_bunny_hop.png|SPROINK|SHARD GRANTS NEW ABILITY|Leaps backward, dodges incoming projectiles, and launches an Impetus attack on the 2 furthest enemy units within Enchantress' attack range + 100.|ABILITY:No Target;PIERCES SPELL IMMUNITY:No;|LEAP DISTANCE:500;TARGETS:2;BONUS RANGE:100;|10|60|Sproink is as Sproink does.|enchantress
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/enchantress/enchantress_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/enchantress_little_friends.png|LITTLE FRIENDS|SCEPTER GRANTS NEW ABILITY|Enchantress roots an enemy unit. All creeps, ally, enemy and neutral within a radius will gain bonus movement and attack speed and attack the chosen target for 6 seconds.|ABILITY:Unit Target;AFFECTS:Enemy Units;PIERCES SPELL IMMUNITY:No;DISPELLABLE:No;|BONUS ATTACK SPEED:100;BONUS MOVE SPEED:100%;RADIUS:1200;MINIMUM ROOT DURATION:2;ROOT DURATION PER UNIT:0.5;|20|75|The laws of the forest may be oblique, but punishment for breaking them is swift and smiling.|enchantress
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/enigma/enigma_malefice|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/enigma_malefice.png|MALEFICE||Focuses Enigma's power on a target, causing it to take damage and become repeatedly stunned for multiple instances. An instance strikes every 2 seconds.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|STUN DURATION:0.3/0.5/0.7/0.9;DAMAGE PER INSTANCE:55/70/85/100;INSTANCES:3;|20/18/16/14|100/110/120/130|Strange gravities pull at the core of those who would oppose you, holding them in place.|enigma
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/enigma/enigma_demonic_conversion|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/enigma_demonic_conversion.png|DEMONIC SUMMONING||Summons three fragments of Enigma himself at the cost of health. The eidolons health is increased by 3% of Enigma's current health. These eidolons are all under Enigma's control, and repeated successful attacks cause them to multiply. When this happens, the eidolons have their health restored.|ABILITY:Point Target;DAMAGE TYPE:Physical;|SPAWN COUNT:3;ATTACKS TO MULTIPLY:6;EIDOLON HP:180/200/220/240;EIDOLON DAMAGE:16/27/38/49;EIDOLON MAGIC RESISTANCE:30%/40%/50%/60%;EIDOLON ATTACK RANGE:425/450/475/500;DURATION:40;|40/38/36/34|70/80/90/100|Enigma is capable of drawing aspects of himself from other dimensions - the result is a trio of dark eidolons that hunt the corporeal plane.|enigma
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/enigma/enigma_midnight_pulse|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/enigma_midnight_pulse.png|MIDNIGHT PULSE||Steeps an area in dark resonance, dealing 5 + a percentage of the enemies current HP as damage.|ABILITY:Point Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:Yes;|RADIUS:600;CURRENT HEALTH AS DAMAGE:4%/6%/8%/10%;DURATION:9/10/11/12;|40/35/30/25|65/90/115/140|A section of the world slowly descends into the void.|enigma
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/enigma/enigma_black_hole|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/enigma_black_hole.png|BLACK HOLE||CHANNELED - Summons a vortex that sucks in nearby enemy units. Enemies affected by Black Hole cannot move, attack, or cast spells.|ABILITY:Point Target;DAMAGE TYPE:Pure;PIERCES SPELL IMMUNITY:Yes;|DAMAGE PER SECOND:100/150/200;RADIUS:420;DURATION:4;|180/170/160|300/400/500|The ground trembles as Enigma channels his ultimate vortex of destruction, a singularity with the power to end worlds.|enigma
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/enigma/enigma_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/enigma_malefice.png|MALEFICE|SHARD ABILITY UPGRADE|Increases Malefice stun duration by 0.3s and creates an Eidolon next to the target every instance of Malefice stun. These Eidolons will not multiply further.||||||enigma
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/enigma/enigma_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/enigma_black_hole.png|BLACK HOLE|SCEPTER ABILITY UPGRADE|Black Hole deals additional damage equivalent to 4% of the unit's Max Health per second and does a non-interrupting pull towards it in a 1200 AoE. Pulls at a rate of 175.|||180/170/160|300/400/500|The ground trembles as Enigma channels his ultimate vortex of destruction, a singularity with the power to end worlds.|enigma
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/faceless_void/faceless_void_time_walk|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/faceless_void_time_walk.png|TIME WALK||Rushes to a target location while backtracking any damage taken the last 2 seconds.|ABILITY:Point Target;PIERCES SPELL IMMUNITY:Yes;|RANGE:650/700/750/800;BACKTRACK DURATION:2;TIME LOCK RADIUS:0;|21/16/11/6|40|Darkterror tears a hole in time, passing through Claszureme, and appearing back in an instant.|facelessvoid
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/faceless_void/faceless_void_time_dilation|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/faceless_void_time_dilation.png|TIME DILATION||Faceless Void traps all nearby enemies in a time dilation field for 8 seconds, extending their cooldowns and slowing their movement and attack speed by 7% for each cooldown extended. Deals bonus damage per second for each cooldown.|ABILITY:No Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|RADIUS:775;DURATION:8/9/10/11;SLOW PER COOLDOWN:7%/8%/9%/10%;COOLDOWN PROGRESSION SLOW:30%/40%/50%/60%;BONUS DPS PER COOLDOWN:7/9/11/13;|28/24/20/16|90|For those facing off against Darkterror, each moment seems to stretch into eternity.|facelessvoid
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/faceless_void/faceless_void_chronosphere|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/faceless_void_chronosphere.png|CHRONOSPHERE||Creates a blister in spacetime, trapping all units caught in its sphere of influence and causes you to move very quickly inside it. Only Faceless Void and any units he controls are unaffected. Invisible enemies in the sphere will be revealed.|ABILITY:Point Target;PIERCES SPELL IMMUNITY:Yes;DISPELLABLE:No;|RADIUS:500;DURATION:3.75/4.25/4.75;|155/145/135|125/200/275|When a rift opens to Claszureme, all poor souls caught within will likely never return.|facelessvoid
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/faceless_void/faceless_void_time_zone|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/faceless_void_time_zone.png|TIME ZONE||Creates a blister in spacetime, altering the movement, cast, projectile, cooldown, and turn rate speed of all units inside. Allies have increased speed and cooldown acceleration. Enemies have decreased speed, and have frozen ability and item cooldowns. Time Dilation does not tick down while inside.|ABILITY:Point Target;PIERCES SPELL IMMUNITY:Yes;DISPELLABLE:No;|RADIUS:700;DURATION:3.75/4.25/4.75;ATTACK SPEED MANIPULATION:MOVEMENT SPEED MANIPULATION:;50%CAST SPEED MANIPULATION:;50%TURN SPEED MANIPULATION:;50%PROJECTILE SPEED MANIPULATION:;40%COOLDOWN ACCELERATION:;|125/120/115|125/200/275|For the Acolytes of Clasz, stopping time is trivial, but manipulating the minutiae of its flow requires a mastery few have attained.|facelessvoid
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/faceless_void/faceless_void_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/faceless_void_time_walk_reverse.png|REVERSE TIME WALK|SHARD GRANTS NEW ABILITY|Available for 1.5 seconds after landing Time Walk. If used in this period, you will reverse your time walk back to your previous cast location. Does not affect health or proc scepter hits.|ABILITY:No Target;PIERCES SPELL IMMUNITY:Yes;||0.5|0|It's all relative.|facelessvoid
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/faceless_void/faceless_void_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/faceless_void_time_walk.png|TIME WALK|SCEPTER ABILITY UPGRADE|Applies a Time Lock to all units at the landing destination.|||21/16/11/6|40|Darkterror tears a hole in time, passing through Claszureme, and appearing back in an instant.|facelessvoid
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/grimstroke/grimstroke_dark_artistry|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/grimstroke_dark_artistry.png|STROKE OF FATE||Grimstroke paints a curved path of ink with his brush, damaging and slowing enemies. The damage is increased with each enemy the ink hits. Applies Ink Trail on hit.|ABILITY:Point Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|BASE DAMAGE:100/160/220/280;BONUS DMG PER HERO:20/40/60/80;BONUS DMG PER ILLUSION/CREEP:10/20/30/40;MOVEMENT SLOW:50%/60%/70%/80%;SLOW DURATION:1.75;|11/9/7/5|100/110/120/130|The corruptive force of Grimstroke's ink, drawn from the reservoir of his fallen people, consumes any enemy caught in its path.|grimstroke
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/grimstroke/grimstroke_ink_creature|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/grimstroke_ink_creature.png|PHANTOM'S EMBRACE||Summons a phantom that moves quickly towards the target, latching to it when she arrives. Once latched, the phantom damages and silences. If she survives the full latch duration she rends her victim for heavy damage and refreshes Phantom's Embrace's cooldown.<br><br>Hero attacks against the phantom count as 3 attacks each.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:No;|LATCH DURATION:5;ATTACKS TO DESTROY:6/6/9/9;PHANTOM DPS:10/20/30/40;REND DAMAGE:120/200/280/360;|30/26/22/18|80/100/120/140|Grimstroke holds no sorrow for the downfall of his people. Only for Yaovhi, she who was most dear to him, does he feel even a semblance of longing.|grimstroke
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/grimstroke/grimstroke_spirit_walk|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/grimstroke_spirit_walk.png|INK SWELL||Grimstroke shrouds an allied unit in ink, increasing its movement speed. Enemies in range of the allied unit are damaged with inky tendrils over time. After 3 seconds it applies damage and stun in an area around the unit in proportion to how long ink tendril was near any hero.|ABILITY:Unit Target;AFFECTS:Allied Units;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:Allies Yes Enemies No;DISPELLABLE:Yes;|BUFF DURATION:3;MOVEMENT SPEED BONUS:20%;RADIUS:375;MAX DAMAGE:90/180/270/360;MAX STUN DURATION:1.6/2/2.4/2.8;INK TENDRILS DPS:30/45/60/75;MAX THRESHOLD DURATION:2.5;|27/24/21/18|120/130/140/150|Now that the rise of the ink tide no longer threatens to overwhelm Grimstroke, its tendrils of power are never far from his hand.|grimstroke
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/grimstroke/grimstroke_soul_chain|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/grimstroke_soul_chain.png|SOULBIND||Binds a targeted enemy hero to its nearest allied hero within the bind radius, preventing both from moving away from each other. Any unit-targeted ability that either bound hero receives also gets cast on the other hero. If the bind is broken before the duration expires, the initial target will be bound to its nearest allied hero in the radius.|ABILITY:Unit Target;AFFECTS:Enemy Heroes;PIERCES SPELL IMMUNITY:Yes;DISPELLABLE:No;|DURATION:6/7/8;BIND RADIUS:600;|70/65/60|150/200/250|The Ascended were chosen sons of Ashkavor, granted immense power by the bonds forged between their own souls and those they were charged with protecting. In the years that followed the ruination of his kin, Grimstroke discovered much more sinister applications for the binding rituals...|grimstroke
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/grimstroke/grimstroke_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/grimstroke_spirit_walk.png|INK SWELL|SHARD ABILITY UPGRADE|Ink Swell dispels the allied unit when cast. Causes Ink Swell to deal 40% more damage and heal the target for 40% of the damage Ink Swell deals.<br><br>DISPEL TYPE: Basic Dispel||||||grimstroke
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/grimstroke/grimstroke_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/grimstroke_dark_portrait.png|DARK PORTRAIT|SCEPTER GRANTS NEW ABILITY|Creates an ink illusion of a target enemy hero. Illusion is debuff immune, has 95% magic resistance, and has bonus movement speed and attack damage.|ABILITY:Unit Target;AFFECTS:Enemy Heroes;PIERCES SPELL IMMUNITY:Yes;|ILLUSION DURATION:25;ILLUSION OUTGOING DAMAGE:150%;ILLUSION DAMAGE TAKEN:350%;ILLUSION MOVESPEED BONUS:30%;|35|200|No dark creation is beyond the skill of the master's hand.|grimstroke
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/gyrocopter/gyrocopter_rocket_barrage|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/gyrocopter_rocket_barrage.png|ROCKET BARRAGE||Launches a salvo of rockets at nearby enemy units in a radius around the Gyrocopter. Lasts 3 seconds.|ABILITY:No Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|RADIUS:400;ROCKETS PER SECOND:10;ROCKET DAMAGE:8/14/20/26;MOVESPEED DURATION:0;MOVESPEED PER HIT:0/0/0/0;|7/6.5/6/5.5|85|Aurel's new craft has an increased payload for rockets, enhancing their rapid-fire capabilities.|gyrocopter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/gyrocopter/gyrocopter_homing_missile|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/gyrocopter_homing_missile.png|HOMING MISSILE||Fires a homing missile to seek the targeted enemy unit. The missile gains speed over time, dealing damage and stunning when it impacts the target. Enemy units can destroy the missile before it reaches its target.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Only Strong Dispels;|HITS TO DESTROY:3;TOWER HITS TO DESTROY:6;STUN DURATION:1.3/1.7/2.1/2.5;DAMAGE:90/180/270/360;|30/24/18/12|120/130/140/150|The biggest missile Aurel could possibly attach to his craft, The Bomb has carefully calculated aerodynamics and explosives for maximum impact.|gyrocopter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/gyrocopter/gyrocopter_flak_cannon|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/gyrocopter_flak_cannon.png|FLAK CANNON||Gyrocopter's attacks hit all enemy units in an area around it for a limited number of attacks. Only the main target of attacks will receive attack bonuses such as Critical Strike. Lasts 12 seconds or until the attacks are used.|ABILITY:No Target;DAMAGE TYPE:Physical;PIERCES SPELL IMMUNITY:Yes;DISPELLABLE:No;|RADIUS:1250;MAX ATTACKS:4/5/6/7;BONUS NIGHT VISION:200;SIDE GUNNER FIRE RATE:0;SIDE GUNNER ATTACK RADIUS:0;|26/24/22/20|50/60/70/80|This newly revamped Gyrocopter has attached enough armaments to assault in a 360 degree radius.|gyrocopter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/gyrocopter/gyrocopter_call_down|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/gyrocopter_call_down.png|CALL DOWN||Call down 3 aerial missile strikes that slow and damage enemy units in a target area. Each strike is 500 distance from the previous one.|ABILITY:Point Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|SLOW DURATION:4;MISSILE SLOW:50%;MISSILE DAMAGE:250/425/600;RADIUS:400;TIME BETWEEN STRIKES:1;|90/75/60|150/200/250|'Bombs Away!'|gyrocopter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/gyrocopter/gyrocopter_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/gyrocopter_homing_missile.png|HOMING MISSILE|SHARD ABILITY UPGRADE|Homing Missiles now constantly fires the current level of Rocket Barrage in a 700 area of effect after 1 second of being cast. This Rocket Barrage prioritizes the Homing Missile target.||||||gyrocopter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/gyrocopter/gyrocopter_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/gyrocopter_flak_cannon.png|FLAK CANNON|SCEPTER ABILITY UPGRADE|Adds a Side Gunner that at random attacks enemy units near Gyrocopter. When Flak Cannon is active, side gunner attacks 2 units instead. Prioritizes furthest unit away within its range.|||26/24/22/20|50/60/70/80|This newly revamped Gyrocopter has attached enough armaments to assault in a 360 degree radius.|gyrocopter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/hoodwink/hoodwink_acorn_shot|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/hoodwink_acorn_shot.png|ACORN SHOT||Fires Hoodwink's attack with an acorn at the target unit. The acorn bounces to nearby targets, slowing them and dealing a percentage of Hoodwink's attack with bonus damage.<br>If point targeted, a tree is created at the target position and the acorn will bounce to nearby targets. The ability may be placed on alt-cast to force this behavior.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Physical;PIERCES SPELL IMMUNITY:No;|BONUS ATTACK RANGE:100;BONUS DAMAGE:45/90/135/180;BASE DAMAGE:80%;BOUNCE COUNT:2/3/4/5;SLOW DURATION:0.3;MOVEMENT SLOW:100%;|16/14/12/10|70/80/90/100|Though she'll make do with almost anything, Oak and Ironwood acorns make the most effective projectiles -- and the bulk of Hoodwink's stash.|hoodwink
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/hoodwink/hoodwink_bushwhack|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/hoodwink_bushwhack.png|BUSHWHACK||Tosses a net trap that stuns enemies if they are near a tree in the area. Affected enemies take damage over time and are pulled towards the tree nearest to them within the target area, and have their vision reduced to 0 for the duration of the stun.|ABILITY:Point Target;DAMAGE TYPE:Magical;DISPELLABLE:Only Strong Dispels;|RADIUS:265;STUN DURATION:1.5/1.7/1.9/2.1;TOTAL DAMAGE:90/180/270/360;|15/14/13/12|90/100/110/120|Hoodwink favors Ironwood groves for ambushes, but the wary step carefully in all areas of the mistwoods.|hoodwink
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/hoodwink/hoodwink_scurry|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/hoodwink_scurry.png|SCURRY||Hoodwink gains bonus movement speed, phased movement, and tree-walking for a brief time. All sources of evasion are doubled for the duration.|ABILITY:No Target;|BONUS MOVEMENT SPEED:20%/25%/30%/35%;BUFF DURATION:3.5/4/4.5/5;ACTIVE CAST RANGE:0/0/0/0;ACTIVE ATTACK RANGE:0/0/0/0;|0|35|There's not a nook or cranny in the Wood Tomo'kan out of reach of Hoodwink's paws.|hoodwink
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/hoodwink/hoodwink_sharpshooter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/hoodwink_sharpshooter.png|SHARPSHOOTER||Hoodwink charges up and fires a deadly bolt from her crossbow, dealing heavy damage, break and slow to an enemy Hero. The damage and debuff duration scale up to max after 3 seconds, and the bolt is fired automatically after 5 seconds.<br>Hoodwink is knocked backwards for a distance of 350 from the force of the shot. Creeps hit by the bolt are damaged for half the values.|ABILITY:Point Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|ARROW SPEED:2200;MAX WIND-UP TIME:3;MAX DAMAGE:600/975/1350;MAX DEBUFF DURATION:5;MOVE SLOW:30%/40%/50%;COOLDOWN:45;|45|100/150/200|While her first arbalest was a chance discovery, Hoodwink now takes great care in carving and caring for her own -- of course with some necessary components pilfered or otherwise cleverly procured.|hoodwink
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/hoodwink/hoodwink_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/hoodwink_hunters_boomerang.png|HUNTER'S BOOMERANG|SHARD GRANTS NEW ABILITY|Tosses a boomerang in an arc. Upon contact, it returns to Hoodwink. The boomerang will deal damage as it passes through or hits enemies, and apply a debuff that causes affected enemies to be slowed and be more vulnerable to spell damage.|ABILITY:Unit Target;AFFECTS:Heroes;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|RADIUS:150;DAMAGE:200;DEBUFF DURATION:7;MOVEMENT SLOW:25%;INCOMING SPELL DAMAGE:25%;|18|125|A precious last vestige of Hoodwink's childhood, converted into deadly distraction.|hoodwink
